DOI,References,Score,Title,Authors,Year,Abstract
10.1038/nn1667,[],0.666597,Neuronal activity determines the protein synthesis dependence of long-term potentiation,Rosalina Fonseca; U Valentin Nägerl; Tobias Bonhoeffer,2006.0,
10.1038/nature08637,[],0.669135,Preventing the return of fear in humans using reconsolidation update mechanisms,Daniela Schiller; Marie-H. Monfils; Candace M. Raio; David C. Johnson; Joseph E. LeDoux; Elizabeth A. Phelps,2010.0,
10.1038/nn.2498,[],0.66586,Resistance to forgetting associated with hippocampus-mediated reactivation during new learning,Brice A Kuhl; Arpeet T Shah; Sarah DuBrow; Anthony D Wagner,2010.0,
10.1101/lm.365707,[],0.66881,Reconsolidation of episodic memories: A subtle reminder triggers integration of new information,Almut Hupbach; Rebecca Gomez; Oliver Hardt; Lynn Nadel,2007.0,"<jats:p>Recent demonstrations of “reconsolidation” suggest that memories can be modified when they are reactivated. Reconsolidation has been observed in human procedural memory and in implicit memory in infants. This study asks whether episodic memory undergoes reconsolidation. College students learned a list of objects on Day 1. On Day 2, they received a reminder or not, and then learned a second list. Memory for List 1 was tested immediately on Day 2 (Experiment 2) or on Day 3 (Experiment 1). Although the reminder did not moderate the number of items recalled from List 1 on either day, subjects who received a reminder incorrectly intermixed items from the second list when recalling List 1 on Day 3. Experiment 2 showed that this effect does not occur immediately and thus is time-dependent. The reminder did not affect memory for List 2 on Day 3 (Experiment 3), demonstrating that modification occurred only for the original memory (List 1). The study demonstrates the crucial role of reminders for the modification of episodic memory, that reconsolidation of episodic memory is time-dependent, and, in contrast to previous reconsolidation findings, that reconsolidation is also a constructive process, one that supports the incorporation of new information in memory."
10.1101/lm.486107,[],0.668641,Reconsolidation of declarative memory in humans,Cecilia Forcato; Valeria L. Burgos; Pablo F. Argibay; Victor A. Molina; María E. Pedreira; Hector Maldonado,2007.0,"<jats:p>The reconsolidation hypothesis states that a consolidated memory could again become unstable and susceptible to facilitation or impairment for a discrete period of time after a reminder presentation. The phenomenon has been demonstrated in very diverse species and types of memory, including the human procedural memory of a motor skill task but not the human declarative one. Here we provide evidence for both consolidation and reconsolidation in a paired-associate learning (i.e., learning an association between a cue syllable and the respective response syllable). Subjects were given two training sessions with a 24-h interval on distinct verbal material, and afterward, they received at testing two successive retrievals corresponding to the first and second learning, respectively. Two main results are noted. First, the first acquired memory was impaired when a reminder was presented 5 min before the second training (reconsolidation), and also when the second training was given 5 min instead of 24 h after the first one (consolidation). Second, the first retrieval proved to influence negatively on the later one (the retrieval-induced forgetting [RIF] effect), and we used the absence of this RIF effect as a very indicator of the target memory impairment. We consider the demonstration of reconsolidation in human declarative memory as backing the universality of this phenomenon and having potential clinical relevance. On the other hand, we discuss the possibility of using the human declarative memory as a model to address several key topics of the reconsolidation hypothesis."
10.1371/journal.pone.0007519,[],0.671425,New Episodic Learning Interferes with the Reconsolidation of Autobiographical Memories,Lars Schwabe; Oliver T. Wolf,2009.0,
10.1126/science.1148979,[],0.665357,Fast-Forward Playback of Recent Memory Sequences in Prefrontal Cortex During Sleep,David R. Euston; Masami Tatsuno; Bruce L. McNaughton,2007.0,"<jats:p>As previously shown in the hippocampus and other brain areas, patterns of firing-rate correlations between neurons in the rat medial prefrontal cortex during a repetitive sequence task were preserved during subsequent sleep, suggesting that waking patterns are reactivated. We found that, during sleep, reactivation of spatiotemporal patterns was coherent across the network and compressed in time by a factor of 6 to 7. Thus, when behavioral constraints are removed, the brain's intrinsic processing speed may be much faster than it is in real time. Given recent evidence implicating the medial prefrontal cortex in retrieval of long-term memories, the observed replay may play a role in the process of memory consolidation."
10.1038/nrn2762,[],0.662936,The memory function of sleep,Susanne Diekelmann; Jan Born,2010.0,
10.1523/jneurosci.18-18-07411.1998,[],0.662671,A Statistical Paradigm for Neural Spike Train Decoding Applied to Position Prediction from Ensemble Firing Patterns of Rat Hippocampal Place Cells,Emery N. Brown; Loren M. Frank; Dengda Tang; Michael C. Quirk; Matthew A. Wilson,1998.0,"<jats:p>The problem of predicting the position of a freely foraging rat based on the ensemble firing patterns of place cells recorded from the CA1 region of its hippocampus is used to develop a two-stage statistical paradigm for neural spike train decoding. In the first, or encoding stage, place cell spiking activity is modeled as an inhomogeneous Poisson process whose instantaneous rate is a function of the animal’s position in space and phase of its theta rhythm. The animal’s path is modeled as a Gaussian random walk. In the second, or decoding stage, a Bayesian statistical paradigm is used to derive a nonlinear recursive causal filter algorithm for predicting the position of the animal from the place cell ensemble firing patterns. The algebra of the decoding algorithm defines an explicit map of the discrete spike trains into the position prediction. The confidence regions for the position predictions quantify spike train information in terms of the most probable locations of the animal given the ensemble firing pattern. Under our inhomogeneous Poisson model position was a three to five times stronger modulator of the place cell spiking activity than theta phase in an open circular environment. For animal 1 (2) the median decoding error based on 34 (33) place cells recorded during 10 min of foraging was 8.0 (7.7) cm. Our statistical paradigm provides a reliable approach for quantifying the spatial information in the ensemble place cell firing patterns and defines a generally applicable framework for studying information encoding in neural systems."
10.1016/j.tics.2006.11.004,[],0.662031,Self-projection and the brain,Randy L. Buckner; Daniel C. Carroll,2007.0,
10.1155/2008/381243,[],0.661539,What Does the Anatomical Organization of the Entorhinal Cortex Tell Us?,Cathrin B. Canto; Floris G. Wouterlood; Menno P. Witter,2008.0,"<jats:p>The entorhinal cortex is commonly perceived as a major input and output structure of the hippocampal formation, entertaining the role of the nodal point of cortico-hippocampal circuits. Superficial layers receive convergent cortical information, which is relayed to structures in the hippocampus, and hippocampal output reaches deep layers of entorhinal cortex, that project back to the cortex. The finding of the grid cells in all layers and reports on interactions between deep and superficial layers indicate that this rather simplistic perception may be at fault. Therefore, an integrative approach on the entorhinal cortex, that takes into account recent additions to our knowledge database on entorhinal connectivity, is timely. We argue that layers in entorhinal cortex show different functional characteristics most likely not on the basis of strikingly different inputs or outputs, but much more likely on the basis of differences in intrinsic organization, combined with very specific sets of inputs. Here, we aim to summarize recent anatomical data supporting the notion that the traditional description of the entorhinal cortex as a layered input-output structure for the hippocampal formation does not give the deserved credit to what this structure might be contributing to the overall functions of cortico-hippocampal networks."
