DOI,Title,Authors,Year,References,Score,Layer
10.1109/icnn.1988.23829,Statistical pattern recognition with neural networks: benchmarking studies,Kohonen; Barna; Chrisley,1988.0,,,3
10.1109/jrproc.1962.288194,"Linear Decision Functions, with Application to Pattern Recognition",W. Highleyman,1962.0,,,3
10.1109/29.1598,On the use of instantaneous and transitional spectral information in speaker recognition,F.K. Soong; A.E. Rosenberg,1988.0,,,3
10.1016/0022-0000(80)90041-0,Finding patterns common to a set of strings,Dana Angluin,1980.0,,,3
10.1016/0022-0000(79)90045-x,Fast probabilistic algorithms for hamiltonian circuits and matchings,D. Angluin; L.G. Valiant,1979.0,,,3
10.1016/0020-0190(87)90114-1,Occam's Razor,Anselm Blumer; Andrzej Ehrenfeucht; David Haussler; Manfred K. Warmuth,1987.0,,,3
10.1016/0890-5401(89)90001-1,Learning decision trees from random examples,Andrzej Ehrenfeucht; David Haussler,1989.0,,,3
10.1016/b978-0-08-094829-4.50028-3,SPACE-BOUNDED LEARNING AND THE VAPNIK-CHERVONENKIS DIMENSION,Sally Floyd,1989.0,,,3
10.1080/01621459.1963.10500830,Probability Inequalities for Sums of Bounded Random Variables,Wassily Hoeffding,1963.0,,,3
10.1145/28395.28426,On the learnability of Boolean formulae,M. Kearns; M. Li; L. Pitt; L. Valiant,1987.0,,,3
10.1145/73007.73049,Crytographic limitations on learning Boolean formulae and finite automata,M. Kearns; L. G. Valiant,1989.0,,,3
10.1145/48014.63140,Computational limitations on learning from examples,Leonard Pitt; Leslie G. Valiant,1988.0,,,3
10.1145/1968.1972,A theory of the learnable,L. G. Valiant,1984.0,,,3
10.2307/2282952,Probability Inequalities for Sums of Bounded Random Variables,Wassily Hoeffding,1963.0,,,3
10.1162/neco.1991.3.1.79,Adaptive Mixtures of Local Experts,Robert A. Jacobs; Michael I. Jordan; Steven J. Nowlan; Geoffrey E. Hinton,1991.0,,,3
10.1162/neco.1989.1.2.281,Fast Learning in Networks of Locally-Tuned Processing Units,John Moody; Christian J. Darken,1989.0,,,3
10.1162/neco.1989.1.1.151,What Size Net Gives Valid Generalization?,Eric B. Baum; David Haussler,1989.0,,,3
10.1109/37.1866,Introduction to neural networks for intelligent control,B. Bavarian,1988.0,,,3
10.1145/12130.12158,Classifying learnable geometric concepts with the Vapnik-Chervonenkis dimension,A Blumer; A Ehrenfeucht; D Haussler; M Warmuth,1986.0,,,3
10.5802/aif.474,Spectral synthesis and the Pompeiu problem,L. Brown; B. Schreiber; B. A. Taylor,1973.0,,,3
10.1109/ijcnn.1989.118639,Construction of neural nets using the radon transform,Carroll; Dickinson,1989.0,,,3
10.1137/0905013,On Nonlinear Functions of Linear Combinations,Persi Diaconis; Mehrdad Shahshahani,1984.0,,,3
10.1109/29.1651,Multiband excitation vocoder,Daniel W. Griffin; Jae S. Lim,1988.0,,,3
10.1214/aos/1176349519,Projection Pursuit,Peter J. Huber,1985.0,,,3
10.1090/pspum/028.2/0507425,The 13th problem of Hilbert,G. G. Lorentz,1976.0,,,3
10.1007/bf00336857,On representation and approximation of nonlinear systems,G. Palm,1979.0,,,3
10.1109/tc.1977.1674755,Contextual Postprocessing System for Cooperation with a Multiple-Choice Character-Recognition System,Doster,1977.0,,,3
10.1145/356643.356645,Hash Table Methods,W. D. Maurer; T. G. Lewis,1975.0,,,3
10.1109/t-c.1974.223971,A Contextual Postprocessing System for Error Correction Using Binary n-Grams,E.M. Riseman; A.R. Hanson,1974.0,,,3
10.1147/rd.194.0398,Multifont OCR Postprocessing System,W. S. Rosenbaum; J. J. Hilliard,1975.0,,,3
10.1016/0031-3203(76)90027-3,Context in word recognition,A.R. Hanson; E.M. Riseman; E. Fisher,1976.0,,,3
10.1109/tit.1967.1054060,Decision making in Markov chains applied to the problem of pattern recognition,J. Raviv,1967.0,,,3
10.1162/neco.1993.5.2.278,Hints and the VC Dimension,Yaser S. Abu-Mostafa,1993.0,,,3
10.1016/0047-259x(82)90083-5,Bounds for the uniform deviation of empirical measures,Luc Devroye,1982.0,,,3
10.1038/331679a0,A back-propagation programmed network that simulates response properties of a subset of posterior parietal neurons,David Zipser; Richard A. Andersen,1988.0,,,3
10.1038/340468a0,Function of identified interneurons in the leech elucidated using neural networks trained by back-propagation,Shawn R. Lockery; George Wittenberg; William B. Kristan; Garrison W. Cottrell,1989.0,,,3
10.1109/5.58326,Networks for approximation and learning,T. Poggio; F. Girosi,1990.0,,,3
10.1016/0885-064x(88)90019-2,On the complexity of loading shallow neural networks,Stephen Judd,1988.0,,,3
10.1162/neco.1989.1.3.312,The Vapnik-Chervonenkis Dimension: Information versus Complexity in Learning,Yaser S. Abu-Mostafa,1989.0,,,3
10.1109/34.3915,Automatic pattern recognition: a study of the probability of error,L. Devroye,1988.0,,,3
10.1209/0295-5075/4/10/020,Exhaustive Thermodynamical Analysis of Boolean Learning Networks,P Carnevali; S Patarnello,1987.0,,,3
10.1109/5.58339,A statistical approach to learning and generalization in layered neural networks,E. Levin; N. Tishby; S.A. Solla,1990.0,,,3
10.1051/jphys:01989005002012100,Perceptron beyond the limit of capacity,P. Del Giudice; S. Franz; M. A. Virasoro,1989.0,,,3
10.1209/0295-5075/11/7/018,Learning from Examples in a Single-Layer Neural Network,D Hansel; H Sompolinsky,1990.0,,,3
10.1088/0305-4470/22/12/004,Three unfinished works on the optimal storage capacity of networks,E Gardner; B Derrida,1989.0,,,3
10.1103/physrevlett.64.2957,Inference of a rule by a neural network with thermal noise,Géza Györgyi,1990.0,,,3
10.1162/neco.1990.2.3.374,Exhaustive Learning,D. B. Schwartz; V. K. Samalam; Sara A. Solla; J. S. Denker,1990.0,,,3
10.1126/science.3175664,A Graph-Dynamic Model of the Power Law of Practice and the Problem-Solving Fan-Effect,Jeff Shrager; Tad Hogg; Bernardo A. Huberman,1988.0,,,3
10.1109/tac.1982.1102980,Distributed dynamic programming,D. Bertsekas,1982.0,,,3
10.1287/moor.16.3.580,An Analysis of Stochastic Shortest Path Problems,Dimitri P. Bertsekas; John N. Tsitsiklis,1991.0,,,3
10.1007/978-1-4684-9352-8,Stochastic Approximation Methods for Constrained and Unconstrained Systems,Harold J. Kushner; Dean S. Clark,1978.0,,,3
10.1080/17442508708833475,Stochastic approximation algorithms for parallel and distributed processing,H. J. Kushner; G Yin,1987.0,,,3
10.1137/0325070,Asymptotic Properties of Distributed and Communicating Stochastic Approximation Algorithms,Harold J. Kushner; G. Yin,1987.0,,,3
10.1109/tac.1987.1104684,Asymptotic agreement and convergence of asynchronous stochastic algorithms,Shu Li; T. Basar,1987.0,,,3
10.1109/tac.1986.1104412,Distributed asynchronous deterministic and stochastic gradient optimization algorithms,J. Tsitsiklis; D. Bertsekas; M. Athans,1986.0,,,3
10.1162/neco.1992.4.1.1,Neural Networks and the Bias/Variance Dilemma,Stuart Geman; Elie Bienenstock; René Doursat,1992.0,,,3
10.2307/2002797,Functional Approximations and Dynamic Programming,Richard Bellman; Stuart Dreyfus,1959.0,,,3
10.1090/qam/102435,On a routing problem,Richard Bellman,1958.0,,,3
10.1214/aoms/1177700285,Discounted Dynamic Programming,David Blackwell,1965.0,,,3
10.1007/bf00992701,The convergence of TD(?) for general ?,Peter Dayan,1992.0,,,3
10.1007/bf00992699,"Self-improving reactive agents based on reinforcement learning, planning and teaching",Long-Ji Lin,1992.0,,,3
10.1007/bf00993308,An upper bound on the loss from approximate optimal-value functions,Satinder P. Singh; Richard C. Yee,1994.0,,,3
10.1109/ijcnn.1990.137821,Neurogammon: a neural-network backgammon program,G. Tesauro,1990.0,,,3
10.1162/neco.1991.3.2.226,On the Convergence of the LMS Algorithm with Adaptive Learning Rate for Linear Feedforward Networks,Zhi-Quan Luo,1991.0,,,3
10.1109/21.229449,Temporal-difference methods and Markov models,E. Barnard,1993.0,,,3
10.1023/a:1022632907294,The Convergence of TD(λ) for General λ,Peter Dayan,1992.0,,,3
10.1162/neco.1993.5.4.613,Improving Generalization for Temporal Difference Learning: The Successor Representation,Peter Dayan,1993.0,,,3
10.1023/a:1022628806385,"Self-Improving Reactive Agents Based on Reinforcement Learning, Planning and Teaching",Long-Ji Lin,1992.0,,,3
10.1109/5.58338,CMAC: an associative neural network alternative to backpropagation,W.T. Miller; F.H. Glanz; L.G. Kraft,1990.0,,,3
10.1002/9780470316511,Simulation and the Monte Carlo Method,Reuven Y. Rubinstein,1981.0,,,3
10.1016/b978-1-55860-377-6.50072-4,TD Models: Modeling the World at a Mixture of Time Scales,Richard S. Sutton,1995.0,,,3
10.1016/b978-1-55860-307-3.50047-2,Online Learning with Random Representations,Richard S. Sutton; Steven D. Whitehead,1993.0,,,3
10.1023/a:1022624705476,Practical Issues in Temporal Difference Learning,Gerald Tesauro,1992.0,,,3
10.2307/2002546,A Note on the Inversion of Matrices by Random Walks,W. R. Wasow,1952.0,,,3
10.1162/evco.1995.3.2.149,Classifier Fitness Based on Accuracy,Stewart W. Wilson,1995.0,,,3
10.1515/9781400874651,Applied Dynamic Programming,Richard E. Bellman; Stuart E Dreyfus,1962.0,,,3
10.1109/21.21595,Learning control of finite Markov chains with an explicit trade-off between estimation and control,M. Sato; K. Abe; H. Takeda,1988.0,,,3
10.1002/aic.690390108,"Wave‐net: a multiresolution, hierarchical neural network with localized learning",Bhavik R. Bakshi; George Stephanopoulos,1993.0,,,3
10.1016/0004-3702(94)00011-o,Learning to act using real-time dynamic programming,Andrew G. Barto; Steven J. Bradtke; Satinder P. Singh,1995.0,,,3
10.1109/9.24227,Adaptive aggregation methods for infinite horizon dynamic programming,D.P. Bertsekas; D.A. Castanon,1989.0,,,3
10.1016/0004-3702(87)90051-8,Planning as search: A quantitative approach,Richard E. Korf,1987.0,,,3
10.1016/0022-247x(85)90317-8,Generalized polynomial approximations in Markovian decision processes,Paul J Schweitzer; Abraham Seidmann,1985.0,,,3
10.1287/moor.3.3.231,"Approximations of Dynamic Programs, I",Ward Whitt,1978.0,,,3
10.1007/bf01668327,Zur Frage der Polioencephalitis haemorrhagica der chronischen Alkoholiker. Anatomische Befunde beim alkoholischen Korsakow und ihre Beziehungen zum klinischen Bild,Ed. Gamper,1928.0,,,3
10.1159/000140010,Bilateral Destruction of the Hippocampus (Cornu Ammonis) in a Case of Dementia,P. Glees; H.B. Griffith,1952.0,,,3
10.1146/annurev.ph.18.030156.002043,Higher Functions of the Nervous System,H Jasper; P Gloor; B Milner,1956.0,,,3
10.1001/archneurpsyc.1939.02270240017001,PRELIMINARY ANALYSIS OF FUNCTIONS OF THE TEMPORAL LOBES IN MONKEYS,HEINRICH KLÜVER,1939.0,,,3
10.1016/0013-4694(52)90073-4,Some psychiatric implications of physiological studies on frontotemporal portion of limbic system (Visceral brain),Paul D. MacLean,1952.0,,,3
10.1037/h0054728,Intellectual function of the temporal lobes.,Brenda Milner,1954.0,,,3
10.1111/j.1749-6632.1954.tb54849.x,FUNCTIONS OF THE “OLFACTORY BRAIN”,Karl H. Pribram; Lawrence Kruger,1954.0,,,3
10.3171/jns.1954.11.1.0064,The Limbic Lobe in Man,W. B. Scoville,1954.0,,,3
10.1176/ajp.107.10.730,SELECTIVE CORTICAL UNDERCUTTING,WILLIAM BEECHER SCOVILLE; EDWARD K. WILK; ANTHONY J. PEPE,1951.0,,,3
10.1136/jnnp.15.2.79,THE EFFERENT FIBRES OF THE HIPPOCAMPUS IN THE MONKEY,D. A. Simpson,1952.0,,,3
10.1212/wnl.5.6.373,Syndrome of Klüver and Bucy,Hrayr Terzian; Giuaeppe Dalle Ore,1955.0,,,3
10.1080/00223980.1945.9917223,A Standardized Memory Scale for Clinical Use,David Wechsler,1945.0,,,3
10.1136/jnnp.17.2.115,MEMORY DISTURBANCES IN THIRD VENTRICLE TUMOURS,M. Williams; J. Pennybacker,1954.0,,,3
10.1146/annurev.psych.55.090902.142050,"The Neurobiology of Consolidations, Or, How Stable is the Engram?",Yadin Dudai,2004.0,,,3
10.1146/annurev.psych.53.100901.135114,Episodic Memory: From Mind to Brain,Endel Tulving,2002.0,,,3
10.1016/s0149-7634(01)00034-3,Exploring the neural bases of episodic and semantic memory: the role of structural and functional neuroimaging,Andrew R Mayes; Daniela Montaldi,2001.0,,,3
10.1098/rstb.2001.0941,Theories of episodic memory,Andrew R. Mayes; Neil Roberts,2001.0,,,3
10.1098/rstb.2001.0942,The loss of episodic memories in retrograde amnesia: single–case and group studies,Michael D. Kopelman; Narinder Kapur,2001.0,,,3
10.1093/brain/124.4.647,Semantic dementia: relevance to connectionist models of long-term memory,J. M. J. Murre,2001.0,,,3
10.1016/s0896-6273(02)00830-9,The Human Hippocampus and Spatial and Episodic Memory,Neil Burgess; Eleanor A Maguire; John O'Keefe,2002.0,,,3
10.1073/pnas.93.24.13523,Studies of retrograde memory: A long-term view,Elizabeth K. Warrington,1996.0,,,3
10.1002/1098-1063(2000)10:4<352::aid-hipo2>3.0.co;2-d,"Multiple trace theory of human memory: Computational, neuroimaging, and neuropsychological results",L. Nadel; A. Samsonovich; L. Ryan; M. Moscovitch,2000.0,,,3
10.1038/80671,Remembering episodes: a selective role for the hippocampus during retrieval,Laura L. Eldridge; Barbara J. Knowlton; Christopher S. Furmanski; Susan Y. Bookheimer; Stephen A. Engel,2000.0,,,3
10.1016/s0028-3932(01)00213-5,Material-specific deficits in “remembering” in patients with unilateral temporal lobe epilepsy and excisions,David A. Moscovitch; Mary Pat McAndrews,2002.0,,,3
10.1006/jmla.2002.2864,The Nature of Recollection and Familiarity: A Review of 30 Years of Research,Andrew P Yonelinas,2002.0,,,3
10.1038/79867,Remote spatial memory in an amnesic person with extensive bilateral hippocampal lesions,R. Shayna Rosenbaum; Sandra Priselac; Stefan Köhler; Sandra E. Black; Fuqiang Gao; Lynn Nadel; Morris Moscovitch,2000.0,,,3
10.1016/s0166-4328(01)00363-1,New views on old memories: re-evaluating the role of the hippocampal complex,R.Shayna Rosenbaum; Gordon Winocur; Morris Moscovitch,2001.0,,,3
10.1016/j.neuropsychologia.2005.01.001,Medial temporal lobe structures are needed to re-experience remote autobiographical memories: evidence from H.M. and W.R.,Sarah Steinvorth; Brian Levine; Suzanne Corkin,2005.0,,,3
10.1523/jneurosci.20-15-05853.2000,Remote Episodic Memory Deficits in Patients with Unilateral Temporal Lobe Epilepsy and Excisions,Indre V. Viskontas; Mary Pat McAndrews; Morris Moscovitch,2000.0,,,3
10.1002/hipo.10140,Retrograde amnesia and the volume of critical brain structures,M.D. Kopelman; D. Lasserson; D.R. Kingsley; F. Bello; C. Rush; N. Stanhope; T.G. Stevens; G. Goodman; J.R. Buckman; G. Heilpern; B.E. Kendall; A.C.F. Colchester,2003.0,,,3
10.1016/s0028-3932(00)00103-2,Long-term retrograde amnesia… the crucial role of the hippocampus,Lisa Cipolotti; Tim Shallice; Dennis Chan; Nick Fox; Rachel Scahill; Gail Harrison; John Stevens; Peter Rudge,2001.0,,,3
10.1016/0014-4886(76)90055-8,Place units in the hippocampus of the freely moving rat,John O'Keefe,1976.0,,,3
10.1016/0014-4886(78)90096-1,Spatial correlates of hippocampal unit activity,David S. Olton; Michael Branch; Phillip J. Best,1978.0,,,3
10.1016/0006-8993(78)90930-7,Hippocampal connections and spatial discrimination,David S. Olton; John A. Walker; Fred H. Gage,1978.0,,,3
10.1126/science.663646,Loss of Hippocampal Theta Rhythm Results in Spatial Memory Deficit in the Rat,Jonathan Winson,1978.0,,,3
10.1037/h0077579,Memory deficits associated with senescence: A neurophysiological and behavioral study in the rat.,C. A. Barnes,1979.0,,,3
10.1016/0023-9690(81)90020-5,Spatial localization does not require the presence of local cues,Richard G.M. Morris,1981.0,,,3
10.1037/h0077638,Visual sampling after lesions of the superior colliculus in rats.,A. David Milner; Melvyn A. Goodale; Margaret C. Morton,1979.0,,,3
10.1016/0031-9384(80)90109-2,A head-holder for visually guided surgery in rats,J.N.P. Rawlins; R.C. Bennett,1980.0,,,3
10.1007/bf00236646,The effects of hippocampectomy and of fimbria section upon the partial reinforcement extinction effect in rats,J.N.P. Rawlins; J. Feldon; J.A. Gray,1980.0,,,3
10.1126/science.168.3927.147,Hormonal Effects on Ontogeny of Swimming Ability in the Rat: Assessment of Central Nervous System Development,Shawn Schapiro; Manuel Salas; Katherine Vukovich,1970.0,,,3
10.1037/h0037649,Recognition impaired and association intact in the memory of monkeys after transection of the fornix.,David Gaffan,1974.0,,,3
10.1038/273297a0,Memory in monkeys severely impaired by combined but not by separate removal of amygdala and hippocampus,MORTIMER MISHKIN,1978.0,,,3
10.1017/s0140525x00062713,"Hippocampus, space, and memory",David S. Olton; James T. Becker; Gail E. Handelmann,1979.0,,,3
10.1016/0028-3932(79)90042-3,Spatial memory and hippocampal function,David S. Olton; Barbara C. Paras,1979.0,,,3
10.1162/jocn.1994.6.4.305,Scene-Specific Memory for Objects: A Model of Episodic Memory Impairment in Monkeys with Fornix Transection,David Gaffan,1994.0,,,3
10.1126/science.277.5324.376,Differential Effects of Early Hippocampal Pathology on Episodic and Semantic Memory,F. Vargha-Khadem; D. G. Gadian; K. E. Watkins; A. Connelly; W. Van Paesschen; M. Mishkin,1997.0,,,3
10.1017/cbo9780511526817,From Neuropsychology to Mental Structure,Tim Shallice,1988.0,,,3
10.1006/nlme.1998.3865,Neural Topography and Chronology of Memory Consolidation: A Review of Functional Inactivation Findings,C.G. Ambrogi Lorenzini; E. Baldi; C. Bucherelli; B. Sacchetti; G. Tassoni,1999.0,,,3
10.1098/rstb.1997.0136,Hippocampal synaptic plasticity: role in spatial learning or the automatic recording of attended experience?,R. G. M. Morris; U. Frey,1997.0,,,3
10.1016/0028-3908(95)00099-r,"In vitro and in vivo antagonism of AMPA receptor activation by (3s,4ar,6r,8ar)-6-[2-(1(2)h-tetrazole-5-yl)ethyl]decahydroisoquinoline-3-carboxylic acid",D.D. Schoepp; D. Lodge; D. Bleakman; J.D. Leander; J.P. Tizzano; R.A. Wright; A.J. Palmer; C.R. Salhoff; P.L. Ornstein,1995.0,,,3
10.1016/s0028-3908(98)00139-7,Neuropharmacology of AMPA and kainate receptors,David Bleakman; David Lodge,1998.0,,,3
